Location,Date,Value
DEU,1982-06,9.1
DEU,1982-07,9.3
DEU,1982-08,9
DEU,1982-09,8.6
DEU,1982-10,8.3
DEU,1982-11,8.2
DEU,1982-12,7.9
DEU,1983-01,7.8
DEU,1983-02,7.8
DEU,1983-03,7.6
DEU,1983-04,7.7
DEU,1983-05,7.8
DEU,1983-06,8.2
DEU,1983-07,8.2
DEU,1983-08,8.4
DEU,1983-09,8.5
DEU,1983-10,8.3
DEU,1983-11,8.3
DEU,1983-12,8.4
DEU,1984-01,8.4
DEU,1984-02,8.2
DEU,1984-03,8.1
DEU,1984-04,8.1
DEU,1984-05,8.2
DEU,1984-06,8.2
DEU,1984-07,8.2
DEU,1984-08,8.1
DEU,1984-09,7.8
DEU,1984-10,7.6
DEU,1984-11,7.4
DEU,1984-12,7.2
DEU,1985-01,7.3
DEU,1985-02,7.6
DEU,1985-03,7.7
DEU,1985-04,7.4
DEU,1985-05,7.2
DEU,1985-06,7.1
DEU,1985-07,6.9
DEU,1985-08,6.7
DEU,1985-09,6.5
DEU,1985-10,6.7
DEU,1985-11,6.8
DEU,1985-12,6.6
DEU,1986-01,6.5
DEU,1986-02,6.4
DEU,1986-03,6.1
DEU,1986-04,5.7
DEU,1986-05,6.1
DEU,1986-06,6.2
DEU,1986-07,6.1
DEU,1986-08,5.9
DEU,1986-09,6
DEU,1986-10,6.3
DEU,1986-11,6.4
DEU,1986-12,6.2
DEU,1987-01,6.1
DEU,1987-02,6.1
DEU,1987-03,6
DEU,1987-04,5.8
DEU,1987-05,5.7
DEU,1987-06,6
DEU,1987-07,6.3
DEU,1987-08,6.5
DEU,1987-09,6.7
DEU,1987-10,6.9
DEU,1987-11,6.4
DEU,1987-12,6.5
DEU,1988-01,6.5
DEU,1988-02,6.3
DEU,1988-03,6.2
DEU,1988-04,6.3
DEU,1988-05,6.6
DEU,1988-06,6.6
DEU,1988-07,6.7
DEU,1988-08,6.8
DEU,1988-09,6.6
DEU,1988-10,6.4
DEU,1988-11,6.4
DEU,1988-12,6.5
DEU,1989-01,6.7
DEU,1989-02,6.9
DEU,1989-03,7
DEU,1989-04,6.9
DEU,1989-05,7.1
DEU,1989-06,6.9
DEU,1989-07,6.8
DEU,1989-08,6.8
DEU,1989-09,7
DEU,1989-10,7.2
DEU,1989-11,7.5
DEU,1989-12,7.5
DEU,1990-01,7.695
DEU,1990-02,8.575
DEU,1990-03,8.645
DEU,1990-04,8.7625
DEU,1990-05,8.715
DEU,1990-06,8.8325
DEU,1990-07,8.545
DEU,1990-08,8.9975
DEU,1990-09,9.105
DEU,1990-10,9.0675
DEU,1990-11,8.9325
DEU,1990-12,8.845
DEU,1991-01,8.9275
DEU,1991-02,8.35
DEU,1991-03,8.4275
DEU,1991-04,8.3575
DEU,1991-05,8.395
DEU,1991-06,8.4075
DEU,1991-07,8.6325
DEU,1991-08,8.52
DEU,1991-09,8.455
DEU,1991-10,8.3475
DEU,1991-11,8.315
DEU,1991-12,8.2125
DEU,1992-01,7.9475
DEU,1992-02,7.92
DEU,1992-03,8.0275
DEU,1992-04,8.035
DEU,1992-05,8.075
DEU,1992-06,8.0675
DEU,1992-07,8.125
DEU,1992-08,8.04
DEU,1992-09,7.6525
DEU,1992-10,7.4525
DEU,1992-11,7.36
DEU,1992-12,7.32
DEU,1993-01,7.1325
DEU,1993-02,6.905
DEU,1993-03,6.6375
DEU,1993-04,6.6775
DEU,1993-05,6.83
DEU,1993-06,6.8075
DEU,1993-07,6.6075
DEU,1993-08,6.3725
DEU,1993-09,6.19
DEU,1993-10,5.985
DEU,1993-11,5.9825
DEU,1993-12,5.83
DEU,1994-01,5.815
DEU,1994-02,6.135
DEU,1994-03,6.345
DEU,1994-04,6.607
DEU,1994-05,6.6635
DEU,1994-06,7.052381
DEU,1994-07,6.896191
DEU,1994-08,7.089565
DEU,1994-09,7.515455
DEU,1994-10,7.5415
DEU,1994-11,7.491428
DEU,1994-12,7.460952
DEU,1995-01,7.595909
DEU,1995-02,7.424
DEU,1995-03,7.277391
DEU,1995-04,7.088333
DEU,1995-05,6.862381
DEU,1995-06,6.783
DEU,1995-07,6.862381
DEU,1995-08,6.746087
DEU,1995-09,6.585238
DEU,1995-10,6.565238
DEU,1995-11,6.341818
DEU,1995-12,6.074737
DEU,1996-01,5.887273
DEU,1996-02,6.204286
DEU,1996-03,6.445238
DEU,1996-04,6.377
DEU,1996-05,6.446
DEU,1996-06,6.558948
DEU,1996-07,6.478696
DEU,1996-08,6.302273
DEU,1996-09,6.226666
DEU,1996-10,6.008636
DEU,1996-11,5.859524
DEU,1996-12,5.79
DEU,1997-01,5.804091
DEU,1997-02,5.5445
DEU,1997-03,5.715263
DEU,1997-04,5.866818
DEU,1997-05,5.761111
DEU,1997-06,5.718572
DEU,1997-07,5.556522
DEU,1997-08,5.66
DEU,1997-09,5.592727
DEU,1997-10,5.578182
DEU,1997-11,5.5565
DEU,1997-12,5.327368
DEU,1998-01,5.112381
DEU,1998-02,4.989
DEU,1998-03,4.899546
DEU,1998-04,4.902
DEU,1998-05,4.964737
DEU,1998-06,4.7985
DEU,1998-07,4.684783
DEU,1998-08,4.425238
DEU,1998-09,4.060909
DEU,1998-10,4.064546
DEU,1998-11,4.120476
DEU,1998-12,3.8635
DEU,1999-01,3.702
DEU,1999-02,3.849
DEU,1999-03,4.037826
DEU,1999-04,3.85
DEU,1999-05,4.012105
DEU,1999-06,4.360476
DEU,1999-07,4.676363
DEU,1999-08,4.879091
DEU,1999-09,5.040454
DEU,1999-10,5.292381
DEU,1999-11,5.04
DEU,1999-12,5.147619
DEU,2000-01,5.539524
DEU,2000-02,5.508572
DEU,2000-03,5.333044
DEU,2000-04,5.225555
DEU,2000-05,5.378182
DEU,2000-06,5.191364
DEU,2000-07,5.266191
DEU,2000-08,5.210435
DEU,2000-09,5.263333
DEU,2000-10,5.207143
DEU,2000-11,5.153636
DEU,2000-12,4.890526
DEU,2001-01,4.803182
DEU,2001-02,4.7775
DEU,2001-03,4.667727
DEU,2001-04,4.827895
DEU,2001-05,5.046818
DEU,2001-06,5
DEU,2001-07,5.015909
DEU,2001-08,4.823913
DEU,2001-09,4.813
DEU,2001-10,4.599565
DEU,2001-11,4.447727
DEU,2001-12,4.735882
DEU,2002-01,4.862727
DEU,2002-02,4.9195
DEU,2002-03,5.161
DEU,2002-04,5.155238
DEU,2002-05,5.167727
DEU,2002-06,5.0175
DEU,2002-07,4.867391
DEU,2002-08,4.589545
DEU,2002-09,4.385238
DEU,2002-10,4.463913
DEU,2002-11,4.477619
DEU,2002-12,4.335556
DEU,2003-01,4.18
DEU,2003-02,3.955
DEU,2003-03,4.000476
DEU,2003-04,4.147
DEU,2003-05,3.815238
DEU,2003-06,3.616667
DEU,2003-07,3.972609
DEU,2003-08,4.13
DEU,2003-09,4.171364
DEU,2003-10,4.221304
DEU,2003-11,4.353
DEU,2003-12,4.291053
DEU,2004-01,4.170952
DEU,2004-02,4.11
DEU,2004-03,3.913478
DEU,2004-04,4.097
DEU,2004-05,4.253334
DEU,2004-06,4.312727
DEU,2004-07,4.236818
DEU,2004-08,4.080454
DEU,2004-09,4.016364
DEU,2004-10,3.894762
DEU,2004-11,3.780455
DEU,2004-12,3.579524
DEU,2005-01,3.564762
DEU,2005-02,3.544
DEU,2005-03,3.69619
DEU,2005-04,3.482381
DEU,2005-05,3.304091
DEU,2005-06,3.126364
DEU,2005-07,3.205714
DEU,2005-08,3.232609
DEU,2005-09,3.067727
DEU,2005-10,3.238571
DEU,2005-11,3.448182
DEU,2005-12,3.337619
DEU,2006-01,3.321364
DEU,2006-02,3.4725
DEU,2006-03,3.637391
DEU,2006-04,3.895
DEU,2006-05,3.962727
DEU,2006-06,3.960454
DEU,2006-07,4.01
DEU,2006-08,3.883913
DEU,2006-09,3.753809
DEU,2006-10,3.787727
DEU,2006-11,3.714091
DEU,2006-12,3.770526
DEU,2007-01,4.016818
DEU,2007-02,4.049
DEU,2007-03,3.940909
DEU,2007-04,4.152105
DEU,2007-05,4.279047
DEU,2007-06,4.560476
DEU,2007-07,4.505
DEU,2007-08,4.296522
DEU,2007-09,4.226
DEU,2007-10,4.282609
DEU,2007-11,4.089091
DEU,2007-12,4.205883
DEU,2008-01,4.027727
DEU,2008-02,3.952857
DEU,2008-03,3.799474
DEU,2008-04,4.04
DEU,2008-05,4.201905
DEU,2008-06,4.520476
DEU,2008-07,4.490435
DEU,2008-08,4.202381
DEU,2008-09,4.094091
DEU,2008-10,3.883478
DEU,2008-11,3.5565
DEU,2008-12,3.047895
DEU,2009-01,3.070952
DEU,2009-02,3.1275
DEU,2009-03,3.019546
DEU,2009-04,3.133
DEU,2009-05,3.371
DEU,2009-06,3.473636
DEU,2009-07,3.337826
DEU,2009-08,3.305238
DEU,2009-09,3.263182
DEU,2009-10,3.209091
DEU,2009-11,3.217143
DEU,2009-12,3.1385
DEU,2010-01,3.2575
DEU,2010-02,3.17
DEU,2010-03,3.102174
DEU,2010-04,3.0645
DEU,2010-05,2.734286
DEU,2010-06,2.543182
DEU,2010-07,2.615909
DEU,2010-08,2.35
DEU,2010-09,2.300455
DEU,2010-10,2.345714
DEU,2010-11,2.532727
DEU,2010-12,2.914762
DEU,2011-01,3.016667
DEU,2011-02,3.199
DEU,2011-03,3.211739
DEU,2011-04,3.340526
DEU,2011-05,3.060909
DEU,2011-06,2.890909
DEU,2011-07,2.743809
DEU,2011-08,2.213478
DEU,2011-09,1.829091
DEU,2011-10,2.002381
DEU,2011-11,1.874091
DEU,2011-12,1.927619
DEU,2012-01,1.820909
DEU,2012-02,1.851905
DEU,2012-03,1.830455
DEU,2012-04,1.62421
DEU,2012-05,1.336818
DEU,2012-06,1.300476
DEU,2012-07,1.242273
DEU,2012-08,1.341739
DEU,2012-09,1.4905
DEU,2012-10,1.466956
DEU,2012-11,1.335909
DEU,2012-12,1.299412
DEU,2013-01,1.512273
DEU,2013-02,1.5435
DEU,2013-03,1.3545
DEU,2013-04,1.19619
DEU,2013-05,1.294091
DEU,2013-06,1.5305
DEU,2013-07,1.565652
DEU,2013-08,1.735
DEU,2013-09,1.888095
DEU,2013-10,1.762174
DEU,2013-11,1.677143
DEU,2013-12,1.797778
DEU,2014-01,1.755909
DEU,2014-02,1.5585
DEU,2014-03,1.508571
DEU,2014-04,1.4565
DEU,2014-05,1.327143
DEU,2014-06,1.264286
DEU,2014-07,1.114348
DEU,2014-08,0.9561905
DEU,2014-09,0.9213637
DEU,2014-10,0.7909091
DEU,2014-11,0.719
DEU,2014-12,0.5889474
DEU,2015-01,0.39
DEU,2015-02,0.302
DEU,2015-03,0.2272727
DEU,2015-04,0.122
DEU,2015-05,0.5557895
DEU,2015-06,0.7927273
DEU,2015-07,0.71
DEU,2015-08,0.6085714
DEU,2015-09,0.6540909
DEU,2015-10,0.5181818
DEU,2015-11,0.5161905
DEU,2015-12,0.5455
DEU,2016-01,0.4305
DEU,2016-02,0.1728572
DEU,2016-03,0.1714286
DEU,2016-04,0.1342857
DEU,2016-05,0.1328571
DEU,2016-06,-0.01681818
DEU,2016-07,-0.1542857
DEU,2016-08,-0.1317391
DEU,2016-09,-0.08409091
DEU,2016-10,0.002
DEU,2016-11,0.1890909
DEU,2016-12,0.2519048
DEU,2017-01,0.2509091
DEU,2017-02,0.258
DEU,2017-03,0.3482609
DEU,2017-04,0.2255556
DEU,2017-05,0.3363636
DEU,2017-06,0.2504762
DEU,2017-07,0.4557143
DEU,2017-08,0.3460869
DEU,2017-09,0.3471428
DEU,2017-10,0.3725
DEU,2017-11,0.3081818
DEU,2017-12,0.2968421
DEU,2018-01,0.4745454
DEU,2018-02,0.659
DEU,2018-03,0.5295238
DEU,2018-04,0.48
DEU,2018-05,0.45
DEU,2018-06,0.3271429
DEU,2018-07,0.2745455
DEU,2018-08,0.2908696
DEU,2018-09,0.3705
DEU,2018-10,0.3990909
DEU,2018-11,0.3140909
DEU,2018-12,0.1870588
DEU,2019-01,0.1327273
DEU,2019-02,0.0555
DEU,2019-03,0.01095238
DEU,2019-04,-0.0395
DEU,2019-05,-0.1345455
DEU,2019-06,-0.3152632
DEU,2019-07,-0.3882609
DEU,2019-08,-0.6490909
DEU,2019-09,-0.5947619
DEU,2019-10,-0.4695455
DEU,2019-11,-0.352381
DEU,2019-12,-0.2994444
DEU,2020-01,-0.3136364
DEU,2020-02,-0.466
DEU,2020-03,-0.5413637
DEU,2020-04,-0.4495
DEU,2020-05,-0.5165
DEU,2020-06,-0.4342857
DEU,2020-07,-0.5230435
DEU,2020-08,-0.5233333
DEU,2020-09,-0.5240909
DEU,2020-10,-0.6072727
DEU,2020-11,-0.6147619
DEU,2020-12,-0.6185
CAN,1982-06,15.96
CAN,1982-07,16.1625
CAN,1982-08,14.9625
CAN,1982-09,13.926
CAN,1982-10,12.735
CAN,1982-11,11.77
CAN,1982-12,11.648
CAN,1983-01,11.365
CAN,1983-02,11.4325
CAN,1983-03,11.186
CAN,1983-04,11.0675
CAN,1983-05,10.71
CAN,1983-06,11.046
CAN,1983-07,11.5675
CAN,1983-08,11.79
CAN,1983-09,11.77
CAN,1983-10,11.5475
CAN,1983-11,11.516
CAN,1983-12,11.785
CAN,1984-01,11.7175
CAN,1984-02,11.872
CAN,1984-03,12.8425
CAN,1984-04,13.235
CAN,1984-05,13.64
CAN,1984-06,13.6675
CAN,1984-07,13.73
CAN,1984-08,12.912
CAN,1984-09,12.7675
CAN,1984-10,12.544
CAN,1984-11,11.93
CAN,1984-12,11.6625
CAN,1985-01,11.406
CAN,1985-02,11.855
CAN,1985-03,12.16
CAN,1985-04,11.545
CAN,1985-05,11.074
CAN,1985-06,10.515
CAN,1985-07,10.594
CAN,1985-08,10.595
CAN,1985-09,10.7925
CAN,1985-10,10.668
CAN,1985-11,10.0175
CAN,1985-12,9.72
CAN,1986-01,10.042
CAN,1986-02,9.9675
CAN,1986-03,9.4025
CAN,1986-04,8.848
CAN,1986-05,8.9325
CAN,1986-06,9.12
CAN,1986-07,8.872
CAN,1986-08,8.825
CAN,1986-09,9.0025
CAN,1986-10,9.166
CAN,1986-11,8.9025
CAN,1986-12,8.666
CAN,1987-01,8.33
CAN,1987-02,8.4575
CAN,1987-03,8.2825
CAN,1987-04,8.828
CAN,1987-05,9.5925
CAN,1987-06,9.3325
CAN,1987-07,9.574
CAN,1987-08,10.095
CAN,1987-09,10.722
CAN,1987-10,10.4375
CAN,1987-11,9.875
CAN,1987-12,10.122
CAN,1988-01,9.715
CAN,1988-02,9.2
CAN,1988-03,9.422
CAN,1988-04,9.6925
CAN,1988-05,9.9425
CAN,1988-06,9.722
CAN,1988-07,9.9
CAN,1988-08,10.242
CAN,1988-09,10.15
CAN,1988-10,9.8475
CAN,1988-11,10.02
CAN,1988-12,10.1175
CAN,1989-01,10.13417
CAN,1989-02,10.24667
CAN,1989-03,10.54813
CAN,1989-04,10.34167
CAN,1989-05,9.907647
CAN,1989-06,9.422353
CAN,1989-07,9.341666
CAN,1989-08,9.330714
CAN,1989-09,9.553333
CAN,1989-10,9.495384
CAN,1989-11,9.495714
CAN,1989-12,9.58077
CAN,1990-01,9.819285
CAN,1990-02,10.25364
CAN,1990-03,10.76154
CAN,1990-04,11.51929
CAN,1990-05,11.12538
CAN,1990-06,10.768
CAN,1990-07,10.68364
CAN,1990-08,10.69294
CAN,1990-09,10.9625
CAN,1990-10,11.18467
CAN,1990-11,10.57917
CAN,1990-12,10.26143
CAN,1991-01,10.10571
CAN,1991-02,9.578667
CAN,1991-03,9.650909
CAN,1991-04,9.49
CAN,1991-05,9.594286
CAN,1991-06,9.902667
CAN,1991-07,9.968667
CAN,1991-08,9.729231
CAN,1991-09,9.424
CAN,1991-10,8.982142
CAN,1991-11,8.565556
CAN,1991-12,8.405385
CAN,1992-01,8.15
CAN,1992-02,8.394615
CAN,1992-03,8.775455
CAN,1992-04,8.7875
CAN,1992-05,8.581111
CAN,1992-06,8.245714
CAN,1992-07,7.743333
CAN,1992-08,7.286923
CAN,1992-09,7.585834
CAN,1992-10,7.663333
CAN,1992-11,7.859286
CAN,1992-12,7.845455
CAN,1993-01,7.967857
CAN,1993-02,7.672727
CAN,1993-03,7.435883
CAN,1993-04,7.455
CAN,1993-05,7.59
CAN,1993-06,7.465714
CAN,1993-07,7.220667
CAN,1993-08,6.964167
CAN,1993-09,6.862857
CAN,1993-10,6.789166
CAN,1993-11,6.833636
CAN,1993-12,6.674545
CAN,1994-01,6.445625
CAN,1994-02,6.7
CAN,1994-03,7.438334
CAN,1994-04,8.066428
CAN,1994-05,8.4575
CAN,1994-06,8.95
CAN,1994-07,9.1675
CAN,1994-08,8.92077
CAN,1994-09,8.916
CAN,1994-10,9.055715
CAN,1994-11,9.151818
CAN,1994-12,9.07
CAN,1995-01,9.349524
CAN,1995-02,8.9015
CAN,1995-03,8.642174
CAN,1995-04,8.416842
CAN,1995-05,8.060454
CAN,1995-06,7.858182
CAN,1995-07,8.076
CAN,1995-08,8.264091
CAN,1995-09,7.9285
CAN,1995-10,7.720953
CAN,1995-11,7.47381
CAN,1995-12,7.249474
CAN,1996-01,7.091818
CAN,1996-02,7.240476
CAN,1996-03,7.621905
CAN,1996-04,7.699524
CAN,1996-05,7.768182
CAN,1996-06,7.8095
CAN,1996-07,7.711818
CAN,1996-08,7.305714
CAN,1996-09,7.3385
CAN,1996-10,6.644546
CAN,1996-11,6.135
CAN,1996-12,6.392
CAN,1997-01,6.632727
CAN,1997-02,6.3035
CAN,1997-03,6.5395
CAN,1997-04,6.784545
CAN,1997-05,6.573333
CAN,1997-06,6.271429
CAN,1997-07,5.963182
CAN,1997-08,5.9945
CAN,1997-09,5.876191
CAN,1997-10,5.609091
CAN,1997-11,5.503158
CAN,1997-12,5.665714
CAN,1998-01,5.360476
CAN,1998-02,5.434
CAN,1998-03,5.427273
CAN,1998-04,5.312381
CAN,1998-05,5.387
CAN,1998-06,5.318636
CAN,1998-07,5.347727
CAN,1998-08,5.565
CAN,1998-09,5.246666
CAN,1998-10,4.908095
CAN,1998-11,5.169
CAN,1998-12,4.872381
CAN,1999-01,4.9465
CAN,1999-02,5.124
CAN,1999-03,5.220435
CAN,1999-04,5.029524
CAN,1999-05,5.3595
CAN,1999-06,5.580909
CAN,1999-07,5.490952
CAN,1999-08,5.755714
CAN,1999-09,5.721428
CAN,1999-10,6.0895
CAN,1999-11,6.034762
CAN,1999-12,6.14
CAN,2000-01,6.4915
CAN,2000-02,6.338572
CAN,2000-03,6.028261
CAN,2000-04,5.924211
CAN,2000-05,6.215
CAN,2000-06,5.895454
CAN,2000-07,5.8635
CAN,2000-08,5.766364
CAN,2000-09,5.7295
CAN,2000-10,5.723333
CAN,2000-11,5.727143
CAN,2000-12,5.402105
CAN,2001-01,5.418636
CAN,2001-02,5.43
CAN,2001-03,5.301363
CAN,2001-04,5.5915
CAN,2001-05,5.851364
CAN,2001-06,5.718095
CAN,2001-07,5.800476
CAN,2001-08,5.530909
CAN,2001-09,5.302631
CAN,2001-10,5.232727
CAN,2001-11,5.177143
CAN,2001-12,5.408421
CAN,2002-01,5.343637
CAN,2002-02,5.321
CAN,2002-03,5.667
CAN,2002-04,5.658637
CAN,2002-05,5.595909
CAN,2002-06,5.424
CAN,2002-07,5.290454
CAN,2002-08,5.120476
CAN,2002-09,4.8855
CAN,2002-10,5.127273
CAN,2002-11,5.0895
CAN,2002-12,4.9675
CAN,2003-01,4.961818
CAN,2003-02,5.012
CAN,2003-03,4.997143
CAN,2003-04,5.051905
CAN,2003-05,4.671905
CAN,2003-06,4.288095
CAN,2003-07,4.683182
CAN,2003-08,4.902
CAN,2003-09,4.757143
CAN,2003-10,4.815454
CAN,2003-11,4.856842
CAN,2003-12,4.729048
CAN,2004-01,4.586191
CAN,2004-02,4.4515
CAN,2004-03,4.260435
CAN,2004-04,4.612857
CAN,2004-05,4.773
CAN,2004-06,4.932727
CAN,2004-07,4.75
CAN,2004-08,4.630952
CAN,2004-09,4.602381
CAN,2004-10,4.55
CAN,2004-11,4.484762
CAN,2004-12,4.320476
CAN,2005-01,4.2605
CAN,2005-02,4.205
CAN,2005-03,4.358182
CAN,2005-04,4.19381
CAN,2005-05,4.07381
CAN,2005-06,3.828182
CAN,2005-07,3.8995
CAN,2005-08,3.920455
CAN,2005-09,3.868572
CAN,2005-10,4.047
CAN,2005-11,4.107143
CAN,2005-12,4.041
CAN,2006-01,4.029047
CAN,2006-02,4.17
CAN,2006-03,4.199565
CAN,2006-04,4.41579
CAN,2006-05,4.399546
CAN,2006-06,4.441364
CAN,2006-07,4.444
CAN,2006-08,4.252728
CAN,2006-09,4.068572
CAN,2006-10,4.106667
CAN,2006-11,3.999524
CAN,2006-12,3.966316
CAN,2007-01,4.121818
CAN,2007-02,4.1175
CAN,2007-03,4.045909
CAN,2007-04,4.1715
CAN,2007-05,4.292727
CAN,2007-06,4.612857
CAN,2007-07,4.59
CAN,2007-08,4.428637
CAN,2007-09,4.356316
CAN,2007-10,4.362727
CAN,2007-11,4.121428
CAN,2007-12,4.01579
CAN,2008-01,3.848182
CAN,2008-02,3.828
CAN,2008-03,3.509
CAN,2008-04,3.628636
CAN,2008-05,3.621428
CAN,2008-06,3.76
CAN,2008-07,3.750454
CAN,2008-08,3.5915
CAN,2008-09,3.540952
CAN,2008-10,3.668182
CAN,2008-11,3.571579
CAN,2008-12,2.945714
CAN,2009-01,2.812381
CAN,2009-02,2.960526
CAN,2009-03,2.885909
CAN,2009-04,2.954286
CAN,2009-05,3.202
CAN,2009-06,3.459091
CAN,2009-07,3.429091
CAN,2009-08,3.4645
CAN,2009-09,3.365714
CAN,2009-10,3.425238
CAN,2009-11,3.3925
CAN,2009-12,3.41619
CAN,2010-01,3.485
CAN,2010-02,3.423684
CAN,2010-03,3.490435
CAN,2010-04,3.67
CAN,2010-05,3.4455
CAN,2010-06,3.297727
CAN,2010-07,3.185238
CAN,2010-08,2.949524
CAN,2010-09,2.881428
CAN,2010-10,2.766
CAN,2010-11,3.022381
CAN,2010-12,3.204762
CAN,2011-01,3.253
CAN,2011-02,3.417368
CAN,2011-03,3.266522
CAN,2011-04,3.328
CAN,2011-05,3.151905
CAN,2011-06,2.987727
CAN,2011-07,2.9385
CAN,2011-08,2.446364
CAN,2011-09,2.196667
CAN,2011-10,2.296
CAN,2011-11,2.122381
CAN,2011-12,1.992
CAN,2012-01,1.98
CAN,2012-02,2.021
CAN,2012-03,2.106818
CAN,2012-04,2.0645
CAN,2012-05,1.922273
CAN,2012-06,1.747619
CAN,2012-07,1.656191
CAN,2012-08,1.826818
CAN,2012-09,1.837895
CAN,2012-10,1.811818
CAN,2012-11,1.738095
CAN,2012-12,1.767895
CAN,2013-01,1.931364
CAN,2013-02,1.967895
CAN,2013-03,1.8515
CAN,2013-04,1.748636
CAN,2013-05,1.901818
CAN,2013-06,2.2445
CAN,2013-07,2.438182
CAN,2013-08,2.611428
CAN,2013-09,2.698
CAN,2013-10,2.518182
CAN,2013-11,2.5585
CAN,2013-12,2.6735
CAN,2014-01,2.534091
CAN,2014-02,2.42
CAN,2014-03,2.454286
CAN,2014-04,2.444762
CAN,2014-05,2.315238
CAN,2014-06,2.298571
CAN,2014-07,2.194546
CAN,2014-08,2.062
CAN,2014-09,2.180952
CAN,2014-10,2.010455
CAN,2014-11,2.003158
CAN,2014-12,1.851905
CAN,2015-01,1.525714
CAN,2015-02,1.379474
CAN,2015-03,1.421364
CAN,2015-04,1.410952
CAN,2015-05,1.744
CAN,2015-06,1.78
CAN,2015-07,1.569546
CAN,2015-08,1.3915
CAN,2015-09,1.481429
CAN,2015-10,1.463333
CAN,2015-11,1.6335
CAN,2015-12,1.459524
CAN,2016-01,1.258
CAN,2016-02,1.1245
CAN,2016-03,1.268182
CAN,2016-04,1.33619
CAN,2016-05,1.35
CAN,2016-06,1.168182
CAN,2016-07,1.051
CAN,2016-08,1.042727
CAN,2016-09,1.08619
CAN,2016-10,1.1665
CAN,2016-11,1.437619
CAN,2016-12,1.732
CAN,2017-01,1.722381
CAN,2017-02,1.702105
CAN,2017-03,1.714348
CAN,2017-04,1.523158
CAN,2017-05,1.513182
CAN,2017-06,1.502727
CAN,2017-07,1.908
CAN,2017-08,1.883636
CAN,2017-09,2.0495
CAN,2017-10,2.050952
CAN,2017-11,1.918571
CAN,2017-12,1.915263
CAN,2018-01,2.198182
CAN,2018-02,2.324211
CAN,2018-03,2.188571
CAN,2018-04,2.249048
CAN,2018-05,2.375454
CAN,2018-06,2.209048
CAN,2018-07,2.187143
CAN,2018-08,2.295455
CAN,2018-09,2.353684
CAN,2018-10,2.488636
CAN,2018-11,2.407619
CAN,2018-12,2.057895
CAN,2019-01,1.953636
CAN,2019-02,1.907368
CAN,2019-03,1.712381
CAN,2019-04,1.724286
CAN,2019-05,1.664545
CAN,2019-06,1.4625
CAN,2019-07,1.519091
CAN,2019-08,1.205238
CAN,2019-09,1.364
CAN,2019-10,1.449546
CAN,2019-11,1.4995
CAN,2019-12,1.6045
CAN,2020-01,1.492273
CAN,2020-02,1.294737
CAN,2020-03,0.8190909
CAN,2020-04,0.6571429
CAN,2020-05,0.551
CAN,2020-06,0.5613636
CAN,2020-07,0.5163636
CAN,2020-08,0.5635
CAN,2020-09,0.5595238
CAN,2020-10,0.6028572
CAN,2020-11,0.6885
CAN,2020-12,0.7309524
ITA,1991-03,13.767
ITA,1991-04,13.43335
ITA,1991-05,13.05977
ITA,1991-06,13.0936
ITA,1991-07,13.33709
ITA,1991-08,13.44835
ITA,1991-09,13.0171
ITA,1991-10,12.79061
ITA,1991-11,12.9078
ITA,1991-12,12.95205
ITA,1992-01,12.67724
ITA,1992-02,12.60755
ITA,1992-03,12.57459
ITA,1992-04,12.68986
ITA,1992-05,12.5785
ITA,1992-06,13.10173
ITA,1992-07,13.62965
ITA,1992-08,13.67938
ITA,1992-09,14.11282
ITA,1992-10,14.41945
ITA,1992-11,13.46552
ITA,1992-12,13.65935
ITA,1993-01,13.43032
ITA,1993-02,13.06245
ITA,1993-03,12.90191
ITA,1993-04,13.10724
ITA,1993-05,12.46333
ITA,1993-06,11.673
ITA,1993-07,11.09691
ITA,1993-08,9.76355
ITA,1993-09,9.469
ITA,1993-10,9.01524
ITA,1993-11,9.33257
ITA,1993-12,8.93267
ITA,1994-01,8.6711
ITA,1994-02,8.76695
ITA,1994-03,9.44509
ITA,1994-04,9.04684
ITA,1994-05,9.37136
ITA,1994-06,10.47673
ITA,1994-07,10.76752
ITA,1994-08,11.45814
ITA,1994-09,11.93741
ITA,1994-10,12.07052
ITA,1994-11,12.02343
ITA,1994-12,12.19645
ITA,1995-01,12.3709
ITA,1995-02,12.39185
ITA,1995-03,13.45274
ITA,1995-04,13.40478
ITA,1995-05,12.29932
ITA,1995-06,12.38327
ITA,1995-07,12.21214
ITA,1995-08,11.6559
ITA,1995-09,11.54429
ITA,1995-10,11.96223
ITA,1995-11,11.62786
ITA,1995-12,11.17111
ITA,1996-01,10.43191
ITA,1996-02,10.51886
ITA,1996-03,10.68752
ITA,1996-04,10.339
ITA,1996-05,9.69577
ITA,1996-06,9.57035
ITA,1996-07,9.42804
ITA,1996-08,9.4839
ITA,1996-09,9.16838
ITA,1996-10,8.23278
ITA,1996-11,7.69285
ITA,1996-12,7.56547
ITA,1997-01,7.37543
ITA,1997-02,7.36335
ITA,1997-03,7.8694
ITA,1997-04,7.73686
ITA,1997-05,7.31986
ITA,1997-06,7.06638
ITA,1997-07,6.51817
ITA,1997-08,6.6575
ITA,1997-09,6.35582
ITA,1997-10,6.19691
ITA,1997-11,6.13295
ITA,1997-12,5.73768
ITA,1998-01,5.43435
ITA,1998-02,5.3749
ITA,1998-03,5.19768
ITA,1998-04,5.14619
ITA,1998-05,5.2076
ITA,1998-06,5.07895
